,Edad (3 grupos de edad),Españoles/Extranjeros,Sexo,Año,Total,cod_prov,provincias
1657,0-15 años,Españoles,Hombres,2020,183995.0,46,Valencia/València
1658,0-15 años,Españoles,Hombres,2019,186796.0,46,Valencia/València
1659,0-15 años,Españoles,Mujeres,2021,170230.0,46,Valencia/València
1660,0-15 años,Españoles,Mujeres,2020,174142.0,46,Valencia/València
1661,0-15 años,Españoles,Mujeres,2019,177232.0,46,Valencia/València
1662,0-15 años,Extranjeros,Hombres,2021,23960.0,46,Valencia/València
1663,0-15 años,Extranjeros,Hombres,2020,24119.0,46,Valencia/València
1664,0-15 años,Extranjeros,Hombres,2019,22277.0,46,Valencia/València
1665,0-15 años,Extranjeros,Mujeres,2021,21891.0,46,Valencia/València
1666,0-15 años,Extranjeros,Mujeres,2020,22057.0,46,Valencia/València
1667,0-15 años,Extranjeros,Mujeres,2019,20301.0,46,Valencia/València
1668,16-64 años,Españoles,Hombres,2021,735588.0,46,Valencia/València
1669,16-64 años,Españoles,Hombres,2020,736065.0,46,Valencia/València
1670,16-64 años,Españoles,Hombres,2019,735690.0,46,Valencia/València
1671,16-64 años,Españoles,Mujeres,2021,728512.0,46,Valencia/València
1672,16-64 años,Españoles,Mujeres,2020,729128.0,46,Valencia/València
1673,16-64 años,Españoles,Mujeres,2019,728886.0,46,Valencia/València
1674,16-64 años,Extranjeros,Hombres,2021,113864.0,46,Valencia/València
1675,16-64 años,Extranjeros,Hombres,2020,113872.0,46,Valencia/València
1676,16-64 años,Extranjeros,Hombres,2019,104223.0,46,Valencia/València
1677,16-64 años,Extranjeros,Mujeres,2021,113251.0,46,Valencia/València
1678,16-64 años,Extranjeros,Mujeres,2020,113059.0,46,Valencia/València
1679,16-64 años,Extranjeros,Mujeres,2019,103610.0,46,Valencia/València
1680,65 y más,Españoles,Hombres,2021,207496.0,46,Valencia/València
1681,65 y más,Españoles,Hombres,2020,204465.0,46,Valencia/València
1682,65 y más,Españoles,Hombres,2019,201263.0,46,Valencia/València
1683,65 y más,Españoles,Mujeres,2021,278667.0,46,Valencia/València
1684,65 y más,Españoles,Mujeres,2020,275559.0,46,Valencia/València
1685,65 y más,Españoles,Mujeres,2019,271409.0,46,Valencia/València
1686,65 y más,Extranjeros,Hombres,2021,7282.0,46,Valencia/València
1687,65 y más,Extranjeros,Hombres,2020,6950.0,46,Valencia/València
1688,65 y más,Extranjeros,Hombres,2019,6101.0,46,Valencia/València
1689,65 y más,Extranjeros,Mujeres,2021,8800.0,46,Valencia/València
1690,65 y más,Extranjeros,Mujeres,2020,8464.0,46,Valencia/València
1691,65 y más,Extranjeros,Mujeres,2019,7336.0,46,Valencia/València
1692,0-15 años,Españoles,Hombres,2021,34084.0,47,Valladolid
1693,0-15 años,Españoles,Hombres,2020,34841.0,47,Valladolid
1694,0-15 años,Españoles,Hombres,2019,35525.0,47,Valladolid
1695,0-15 años,Españoles,Mujeres,2021,32417.0,47,Valladolid
1696,0-15 años,Españoles,Mujeres,2020,33085.0,47,Valladolid
1697,0-15 años,Españoles,Mujeres,2019,33721.0,47,Valladolid
1698,0-15 años,Extranjeros,Hombres,2021,2424.0,47,Valladolid
1699,0-15 años,Extranjeros,Hombres,2020,2309.0,47,Valladolid
1700,0-15 años,Extranjeros,Hombres,2019,2141.0,47,Valladolid
1701,0-15 años,Extranjeros,Mujeres,2021,2379.0,47,Valladolid
1702,0-15 años,Extranjeros,Mujeres,2020,2271.0,47,Valladolid
1703,0-15 años,Extranjeros,Mujeres,2019,2034.0,47,Valladolid
1704,16-64 años,Españoles,Hombres,2021,151311.0,47,Valladolid
1705,16-64 años,Españoles,Hombres,2020,152421.0,47,Valladolid
1706,16-64 años,Españoles,Hombres,2019,153472.0,47,Valladolid
1707,16-64 años,Españoles,Mujeres,2021,151343.0,47,Valladolid
1708,16-64 años,Españoles,Mujeres,2020,152535.0,47,Valladolid
1709,16-64 años,Españoles,Mujeres,2019,153661.0,47,Valladolid
1710,16-64 años,Extranjeros,Hombres,2021,11158.0,47,Valladolid
1711,16-64 años,Extranjeros,Hombres,2020,10644.0,47,Valladolid
1712,16-64 años,Extranjeros,Hombres,2019,9710.0,47,Valladolid
1713,16-64 años,Extranjeros,Mujeres,2021,11835.0,47,Valladolid
1714,16-64 años,Extranjeros,Mujeres,2020,11137.0,47,Valladolid
1715,16-64 años,Extranjeros,Mujeres,2019,10098.0,47,Valladolid
1716,65 y más,Españoles,Hombres,2021,53412.0,47,Valladolid
1717,65 y más,Españoles,Hombres,2020,52915.0,47,Valladolid
1718,65 y más,Españoles,Hombres,2019,52018.0,47,Valladolid
1719,65 y más,Españoles,Mujeres,2021,67934.0,47,Valladolid
1720,65 y más,Españoles,Mujeres,2020,67530.0,47,Valladolid
1721,65 y más,Españoles,Mujeres,2019,66366.0,47,Valladolid
1722,65 y más,Extranjeros,Hombres,2021,454.0,47,Valladolid
1723,65 y más,Extranjeros,Hombres,2020,410.0,47,Valladolid
1724,65 y más,Extranjeros,Hombres,2019,350.0,47,Valladolid
1725,65 y más,Extranjeros,Mujeres,2021,610.0,47,Valladolid
1726,65 y más,Extranjeros,Mujeres,2020,551.0,47,Valladolid
1727,65 y más,Extranjeros,Mujeres,2019,450.0,47,Valladolid
1728,0-15 años,Españoles,Hombres,2021,8129.0,49,Zamora
1729,0-15 años,Españoles,Hombres,2020,8285.0,49,Zamora
1730,0-15 años,Españoles,Hombres,2019,8461.0,49,Zamora
1731,0-15 años,Españoles,Mujeres,2021,7583.0,49,Zamora
1732,0-15 años,Españoles,Mujeres,2020,7806.0,49,Zamora
1733,0-15 años,Españoles,Mujeres,2019,8036.0,49,Zamora
1734,0-15 años,Extranjeros,Hombres,2021,529.0,49,Zamora
1735,0-15 años,Extranjeros,Hombres,2020,515.0,49,Zamora
1736,0-15 años,Extranjeros,Hombres,2019,478.0,49,Zamora
1737,0-15 años,Extranjeros,Mujeres,2021,428.0,49,Zamora
1738,0-15 años,Extranjeros,Mujeres,2020,442.0,49,Zamora
1739,0-15 años,Extranjeros,Mujeres,2019,410.0,49,Zamora
1740,16-64 años,Españoles,Hombres,2021,48849.0,49,Zamora
1741,16-64 años,Españoles,Hombres,2020,49542.0,49,Zamora
1742,16-64 años,Españoles,Hombres,2019,50453.0,49,Zamora
1743,16-64 años,Españoles,Mujeres,2021,45638.0,49,Zamora
1744,16-64 años,Españoles,Mujeres,2020,46147.0,49,Zamora
1745,16-64 años,Españoles,Mujeres,2019,46896.0,49,Zamora
1746,16-64 años,Extranjeros,Hombres,2021,2305.0,49,Zamora
1747,16-64 años,Extranjeros,Hombres,2020,2242.0,49,Zamora
1748,16-64 años,Extranjeros,Hombres,2019,2192.0,49,Zamora
1749,16-64 años,Extranjeros,Mujeres,2021,2610.0,49,Zamora
1750,16-64 años,Extranjeros,Mujeres,2020,2559.0,49,Zamora
1751,16-64 años,Extranjeros,Mujeres,2019,2409.0,49,Zamora
1752,65 y más,Españoles,Hombres,2021,23583.0,49,Zamora
1753,65 y más,Españoles,Hombres,2020,23640.0,49,Zamora
1754,65 y más,Españoles,Hombres,2019,23629.0,49,Zamora
1755,65 y más,Españoles,Mujeres,2021,28697.0,49,Zamora
1756,65 y más,Españoles,Mujeres,2020,29071.0,49,Zamora
1757,65 y más,Españoles,Mujeres,2019,29282.0,49,Zamora
1758,65 y más,Extranjeros,Hombres,2021,156.0,49,Zamora
1759,65 y más,Extranjeros,Hombres,2020,145.0,49,Zamora
1760,65 y más,Extranjeros,Hombres,2019,128.0,49,Zamora
1761,65 y más,Extranjeros,Mujeres,2021,218.0,49,Zamora
1762,65 y más,Extranjeros,Mujeres,2020,194.0,49,Zamora
1763,65 y más,Extranjeros,Mujeres,2019,165.0,49,Zamora
1764,0-15 años,Españoles,Hombres,2021,63663.0,50,Zaragoza
1765,0-15 años,Españoles,Hombres,2020,64843.0,50,Zaragoza
1766,0-15 años,Españoles,Hombres,2019,65802.0,50,Zaragoza
1767,0-15 años,Españoles,Mujeres,2021,59890.0,50,Zaragoza
1768,0-15 años,Españoles,Mujeres,2020,61114.0,50,Zaragoza
1769,0-15 años,Españoles,Mujeres,2019,62064.0,50,Zaragoza
1770,0-15 años,Extranjeros,Hombres,2021,10222.0,50,Zaragoza
1771,0-15 años,Extranjeros,Hombres,2020,10280.0,50,Zaragoza
1772,0-15 años,Extranjeros,Hombres,2019,9681.0,50,Zaragoza
1773,0-15 años,Extranjeros,Mujeres,2021,9663.0,50,Zaragoza
1774,0-15 años,Extranjeros,Mujeres,2020,9718.0,50,Zaragoza
1775,0-15 años,Extranjeros,Mujeres,2019,9112.0,50,Zaragoza
1776,16-64 años,Españoles,Hombres,2021,262950.0,50,Zaragoza
1777,16-64 años,Españoles,Hombres,2020,264195.0,50,Zaragoza
1778,16-64 años,Españoles,Hombres,2019,264922.0,50,Zaragoza
1779,16-64 años,Españoles,Mujeres,2021,259156.0,50,Zaragoza
1780,16-64 años,Españoles,Mujeres,2020,259882.0,50,Zaragoza
1781,16-64 años,Españoles,Mujeres,2019,260723.0,50,Zaragoza
1782,16-64 años,Extranjeros,Hombres,2021,47799.0,50,Zaragoza
1783,16-64 años,Extranjeros,Hombres,2020,48081.0,50,Zaragoza
1784,16-64 años,Extranjeros,Hombres,2019,44157.0,50,Zaragoza
1785,16-64 años,Extranjeros,Mujeres,2021,46863.0,50,Zaragoza
1786,16-64 años,Extranjeros,Mujeres,2020,47857.0,50,Zaragoza
1787,16-64 años,Extranjeros,Mujeres,2019,44447.0,50,Zaragoza
1788,65 y más,Españoles,Hombres,2021,87204.0,50,Zaragoza
1789,65 y más,Españoles,Hombres,2020,86793.0,50,Zaragoza
1790,65 y más,Españoles,Hombres,2019,85803.0,50,Zaragoza
1791,65 y más,Españoles,Mujeres,2021,116303.0,50,Zaragoza
1792,65 y más,Españoles,Mujeres,2020,116234.0,50,Zaragoza
1793,65 y más,Españoles,Mujeres,2019,115001.0,50,Zaragoza
1794,65 y más,Extranjeros,Hombres,2021,1516.0,50,Zaragoza
1795,65 y más,Extranjeros,Hombres,2020,1410.0,50,Zaragoza
1796,65 y más,Extranjeros,Hombres,2019,1174.0,50,Zaragoza
1797,65 y más,Extranjeros,Mujeres,2021,2223.0,50,Zaragoza
1798,65 y más,Extranjeros,Mujeres,2020,2121.0,50,Zaragoza
1799,65 y más,Extranjeros,Mujeres,2019,1807.0,50,Zaragoza
1800,0-15 años,Españoles,Hombres,2021,8428.0,51,Ceuta
1801,0-15 años,Españoles,Hombres,2020,8762.0,51,Ceuta
1802,0-15 años,Españoles,Hombres,2019,8974.0,51,Ceuta
1803,0-15 años,Españoles,Mujeres,2021,8152.0,51,Ceuta
1804,0-15 años,Españoles,Mujeres,2020,8445.0,51,Ceuta
1805,0-15 años,Españoles,Mujeres,2019,8614.0,51,Ceuta
1806,0-15 años,Extranjeros,Hombres,2021,381.0,51,Ceuta
1807,0-15 años,Extranjeros,Hombres,2020,442.0,51,Ceuta
1808,0-15 años,Extranjeros,Hombres,2019,510.0,51,Ceuta
1809,0-15 años,Extranjeros,Mujeres,2021,346.0,51,Ceuta
1810,0-15 años,Extranjeros,Mujeres,2020,395.0,51,Ceuta
1811,0-15 años,Extranjeros,Mujeres,2019,446.0,51,Ceuta
1812,16-64 años,Españoles,Hombres,2021,26687.0,51,Ceuta
1813,16-64 años,Españoles,Hombres,2020,26585.0,51,Ceuta
1814,16-64 años,Españoles,Hombres,2019,26807.0,51,Ceuta
1815,16-64 años,Españoles,Mujeres,2021,24886.0,51,Ceuta
1816,16-64 años,Españoles,Mujeres,2020,24883.0,51,Ceuta
1817,16-64 años,Españoles,Mujeres,2019,24972.0,51,Ceuta
1818,16-64 años,Extranjeros,Hombres,2021,2066.0,51,Ceuta
1819,16-64 años,Extranjeros,Hombres,2020,2222.0,51,Ceuta
1820,16-64 años,Extranjeros,Hombres,2019,2216.0,51,Ceuta
1821,16-64 años,Extranjeros,Mujeres,2021,2259.0,51,Ceuta
1822,16-64 años,Extranjeros,Mujeres,2020,2324.0,51,Ceuta
1823,16-64 años,Extranjeros,Mujeres,2019,2309.0,51,Ceuta
1824,65 y más,Españoles,Hombres,2021,4494.0,51,Ceuta
1825,65 y más,Españoles,Hombres,2020,4373.0,51,Ceuta
1826,65 y más,Españoles,Hombres,2019,4247.0,51,Ceuta
1827,65 y más,Españoles,Mujeres,2021,5503.0,51,Ceuta
1828,65 y más,Españoles,Mujeres,2020,5449.0,51,Ceuta
1829,65 y más,Españoles,Mujeres,2019,5371.0,51,Ceuta
1830,65 y más,Extranjeros,Hombres,2021,152.0,51,Ceuta
1831,65 y más,Extranjeros,Hombres,2020,158.0,51,Ceuta
1832,65 y más,Extranjeros,Hombres,2019,158.0,51,Ceuta
1833,65 y más,Extranjeros,Mujeres,2021,163.0,51,Ceuta
1834,65 y más,Extranjeros,Mujeres,2020,164.0,51,Ceuta
1835,65 y más,Extranjeros,Mujeres,2019,153.0,51,Ceuta
1836,0-15 años,Españoles,Hombres,2021,9033.0,52,Melilla
1837,0-15 años,Españoles,Hombres,2020,9090.0,52,Melilla
1838,0-15 años,Españoles,Hombres,2019,9100.0,52,Melilla
1839,0-15 años,Españoles,Mujeres,2021,8666.0,52,Melilla
1840,0-15 años,Españoles,Mujeres,2020,8716.0,52,Melilla
1841,0-15 años,Españoles,Mujeres,2019,8702.0,52,Melilla
1842,0-15 años,Extranjeros,Hombres,2021,1405.0,52,Melilla
1843,0-15 años,Extranjeros,Hombres,2020,1628.0,52,Melilla
1844,0-15 años,Extranjeros,Hombres,2019,1656.0,52,Melilla
1845,0-15 años,Extranjeros,Mujeres,2021,1291.0,52,Melilla
1846,0-15 años,Extranjeros,Mujeres,2020,1464.0,52,Melilla
1847,0-15 años,Extranjeros,Mujeres,2019,1468.0,52,Melilla
1848,16-64 años,Españoles,Hombres,2021,24646.0,52,Melilla
1849,16-64 años,Españoles,Hombres,2020,24775.0,52,Melilla
1850,16-64 años,Españoles,Hombres,2019,24709.0,52,Melilla
1851,16-64 años,Españoles,Mujeres,2021,22897.0,52,Melilla
1852,16-64 años,Españoles,Mujeres,2020,22859.0,52,Melilla
1853,16-64 años,Españoles,Mujeres,2019,22699.0,52,Melilla
1854,16-64 años,Extranjeros,Hombres,2021,4323.0,52,Melilla
1855,16-64 años,Extranjeros,Hombres,2020,4553.0,52,Melilla
1856,16-64 años,Extranjeros,Hombres,2019,4497.0,52,Melilla
1857,16-64 años,Extranjeros,Mujeres,2021,4682.0,52,Melilla
1858,16-64 años,Extranjeros,Mujeres,2020,4785.0,52,Melilla
1859,16-64 años,Extranjeros,Mujeres,2019,4780.0,52,Melilla
1860,65 y más,Españoles,Hombres,2021,3775.0,52,Melilla
1861,65 y más,Españoles,Hombres,2020,3669.0,52,Melilla
1862,65 y más,Españoles,Hombres,2019,3510.0,52,Melilla
1863,65 y más,Españoles,Mujeres,2021,4633.0,52,Melilla
1864,65 y más,Españoles,Mujeres,2020,4604.0,52,Melilla
1865,65 y más,Españoles,Mujeres,2019,4501.0,52,Melilla
1866,65 y más,Extranjeros,Hombres,2021,421.0,52,Melilla
1867,65 y más,Extranjeros,Hombres,2020,447.0,52,Melilla
1868,65 y más,Extranjeros,Hombres,2019,422.0,52,Melilla
1869,65 y más,Extranjeros,Mujeres,2021,489.0,52,Melilla
1870,65 y más,Extranjeros,Mujeres,2020,486.0,52,Melilla
1871,65 y más,Extranjeros,Mujeres,2019,443.0,52,Melilla
