,value,percentage,type,cod_ccaa,ccaa,month,year
739,22879.467,0.0288402194841748,Otras renovables,7,Castilla - La Mancha,8,2019
740,21157.323,0.0261283104329131,Otras renovables,7,Castilla - La Mancha,9,2019
741,22637.149,0.0288800661422519,Otras renovables,7,Castilla - La Mancha,10,2019
742,23358.473,0.0144712544808575,Otras renovables,7,Castilla - La Mancha,11,2019
743,27306.579,0.0273290449233663,Otras renovables,7,Castilla - La Mancha,12,2019
744,42837.007,0.0529169322925472,Hidráulica,7,Castilla - La Mancha,1,2020
745,41127.482,0.0581564744596618,Hidráulica,7,Castilla - La Mancha,2,2020
746,74834.96,0.0614132407917351,Hidráulica,7,Castilla - La Mancha,3,2020
747,84727.773,0.0950733461052371,Hidráulica,7,Castilla - La Mancha,4,2020
748,81019.221,0.0761201858946472,Hidráulica,7,Castilla - La Mancha,5,2020
749,76267.721,0.0684524235395555,Hidráulica,7,Castilla - La Mancha,6,2020
750,73644.057,0.068488449201437,Hidráulica,7,Castilla - La Mancha,7,2020
751,70583.172,0.0684145913239537,Hidráulica,7,Castilla - La Mancha,8,2020
752,42371.251,0.0438631769577842,Hidráulica,7,Castilla - La Mancha,9,2020
753,30150.68,0.0270497350287007,Hidráulica,7,Castilla - La Mancha,10,2020
754,33507.403,0.0475031197089893,Hidráulica,7,Castilla - La Mancha,11,2020
755,41917.384,0.0314707033233538,Hidráulica,7,Castilla - La Mancha,12,2020
756,609470.64,0.7528844531826291,Eólica,7,Castilla - La Mancha,1,2020
757,428947.467,0.6065548192112067,Eólica,7,Castilla - La Mancha,2,2020
758,869059.177,0.7131926107713313,Eólica,7,Castilla - La Mancha,3,2020
759,505277.673,0.566973937629375,Eólica,7,Castilla - La Mancha,4,2020
760,542464.047,0.5096625663532686,Eólica,7,Castilla - La Mancha,5,2020
761,524431.112,0.4706916651665008,Eólica,7,Castilla - La Mancha,6,2020
762,459931.195,0.4277327399943992,Eólica,7,Castilla - La Mancha,7,2020
763,434294.979,0.4209518028224924,Eólica,7,Castilla - La Mancha,8,2020
764,520800.002,0.539137790558518,Eólica,7,Castilla - La Mancha,9,2020
765,734994.818,0.6594018799698085,Eólica,7,Castilla - La Mancha,10,2020
766,453348.283,0.6427074565347183,Eólica,7,Castilla - La Mancha,11,2020
767,1085171.316,0.8147241378624547,Eólica,7,Castilla - La Mancha,12,2020
768,124733.244,0.1540840756539731,Solar fotovoltaica,7,Castilla - La Mancha,1,2020
769,180871.14,0.2557615327361867,Solar fotovoltaica,7,Castilla - La Mancha,2,2020
770,206472.401,0.1694413851421941,Solar fotovoltaica,7,Castilla - La Mancha,3,2020
771,232128.58,0.2604723344641341,Solar fotovoltaica,7,Castilla - La Mancha,4,2020
772,323756.067,0.3041793256017587,Solar fotovoltaica,7,Castilla - La Mancha,5,2020
773,376355.772,0.3377898850091562,Solar fotovoltaica,7,Castilla - La Mancha,6,2020
774,389875.803,0.3625817237178414,Solar fotovoltaica,7,Castilla - La Mancha,7,2020
775,377898.344,0.3662878846923865,Solar fotovoltaica,7,Castilla - La Mancha,8,2020
776,296058.927,0.3064834008543371,Solar fotovoltaica,7,Castilla - La Mancha,9,2020
777,264718.507,0.2374926692049152,Solar fotovoltaica,7,Castilla - La Mancha,10,2020
778,158155.565,0.2242156080206469,Solar fotovoltaica,7,Castilla - La Mancha,11,2020
779,151385.184,0.1136568592452079,Solar fotovoltaica,7,Castilla - La Mancha,12,2020
780,9914.829,0.0122478756483893,Solar térmica,7,Castilla - La Mancha,1,2020
781,28077.684,0.0397033572936086,Solar térmica,7,Castilla - La Mancha,2,2020
782,31005.43,0.0254445774867961,Solar térmica,7,Castilla - La Mancha,3,2020
783,29648.088,0.0332682287280527,Solar térmica,7,Castilla - La Mancha,4,2020
784,70197.939,0.0659532404798251,Solar térmica,7,Castilla - La Mancha,5,2020
785,89581.588,0.0804019934347057,Solar térmica,7,Castilla - La Mancha,6,2020
786,106774.165,0.0992992139967024,Solar térmica,7,Castilla - La Mancha,7,2020
787,104192.995,0.1009917940744254,Solar térmica,7,Castilla - La Mancha,8,2020
788,62579.541,0.0647830171646316,Solar térmica,7,Castilla - La Mancha,9,2020
789,44254.685,0.0397031676575326,Solar térmica,7,Castilla - La Mancha,10,2020
790,11889.641,0.0168558285379475,Solar térmica,7,Castilla - La Mancha,11,2020
791,9296.278,0.006979452891178,Solar térmica,7,Castilla - La Mancha,12,2020
792,22558.459,0.0278666632224609,Otras renovables,7,Castilla - La Mancha,1,2020
793,28162.871,0.0398238162993361,Otras renovables,7,Castilla - La Mancha,2,2020
794,37175.678,0.0305081858079433,Otras renovables,7,Castilla - La Mancha,3,2020
795,39401.13,0.0442121530732011,Otras renovables,7,Castilla - La Mancha,4,2020
796,46921.937,0.0440846816705004,Otras renovables,7,Castilla - La Mancha,5,2020
797,47535.038,0.0426640328500817,Otras renovables,7,Castilla - La Mancha,6,2020
798,45051.821,0.0418978730896198,Otras renovables,7,Castilla - La Mancha,7,2020
799,44728.144,0.0433539270867417,Otras renovables,7,Castilla - La Mancha,8,2020
800,44177.103,0.0457326144647289,Otras renovables,7,Castilla - La Mancha,9,2020
801,40519.955,0.0363525481390428,Otras renovables,7,Castilla - La Mancha,10,2020
802,48471.791,0.0687179871976981,Otras renovables,7,Castilla - La Mancha,11,2020
803,44179.225,0.0331688466778054,Otras renovables,7,Castilla - La Mancha,12,2020
804,65930.749,0.0504108067448868,Hidráulica,7,Castilla - La Mancha,1,2021
805,107799.992,0.0918414599340382,Hidráulica,7,Castilla - La Mancha,2,2021
806,72057.474,0.0686717188046474,Hidráulica,7,Castilla - La Mancha,3,2021
807,88528.372,0.0990221871908621,Hidráulica,7,Castilla - La Mancha,4,2021
808,84699.337,0.0673594180822196,Hidráulica,7,Castilla - La Mancha,5,2021
809,74257.308,0.0674817389484813,Hidráulica,7,Castilla - La Mancha,6,2021
810,68318.271,0.0549734262136629,Hidráulica,7,Castilla - La Mancha,7,2021
811,53936.446,0.0506490033521858,Hidráulica,7,Castilla - La Mancha,8,2021
812,51631.927,0.0568129475006624,Hidráulica,7,Castilla - La Mancha,9,2021
813,27011.151,0.0316811583727444,Hidráulica,7,Castilla - La Mancha,10,2021
814,37958.265,0.0326296106083829,Hidráulica,7,Castilla - La Mancha,11,2021
815,58865.234,0.042375826556504,Hidráulica,7,Castilla - La Mancha,12,2021
816,1039601.3,0.7948816147384152,Eólica,7,Castilla - La Mancha,1,2021
817,822550.306,0.7007813226204129,Eólica,7,Castilla - La Mancha,2,2021
818,615884.455,0.5869459719045039,Eólica,7,Castilla - La Mancha,3,2021
819,463462.145,0.518399178040555,Eólica,7,Castilla - La Mancha,4,2021
820,619434.686,0.4926220377486835,Eólica,7,Castilla - La Mancha,5,2021
821,484890.893,0.4406472782439409,Eólica,7,Castilla - La Mancha,6,2021
822,528758.071,0.4254739233813056,Eólica,7,Castilla - La Mancha,7,2021
823,451939.404,0.4243935610474012,Eólica,7,Castilla - La Mancha,8,2021
824,386811.239,0.4256259235486829,Eólica,7,Castilla - La Mancha,9,2021
825,409796.775,0.4806472900549454,Eólica,7,Castilla - La Mancha,10,2021
826,801762.851,0.6892098368668055,Eólica,7,Castilla - La Mancha,11,2021
827,1059295.771,0.7625644342793961,Eólica,7,Castilla - La Mancha,12,2021
828,147622.462,0.1128724838707111,Solar fotovoltaica,7,Castilla - La Mancha,1,2021
829,179416.838,0.1528562668044431,Solar fotovoltaica,7,Castilla - La Mancha,2,2021
830,279107.051,0.2659926841546844,Solar fotovoltaica,7,Castilla - La Mancha,3,2021
831,263484.831,0.2947173168081603,Solar fotovoltaica,7,Castilla - La Mancha,4,2021
832,418758.771,0.333029137304646,Solar fotovoltaica,7,Castilla - La Mancha,5,2021
833,412116.956,0.3745135608879706,Solar fotovoltaica,7,Castilla - La Mancha,6,2021
834,475133.436,0.3823239742936434,Solar fotovoltaica,7,Castilla - La Mancha,7,2021
835,421491.823,0.3958017692905815,Solar fotovoltaica,7,Castilla - La Mancha,8,2021
836,361543.157,0.3978223086243662,Solar fotovoltaica,7,Castilla - La Mancha,9,2021
837,325402.741,0.3816622169320421,Solar fotovoltaica,7,Castilla - La Mancha,10,2021
838,255340.98,0.2194957211496074,Solar fotovoltaica,7,Castilla - La Mancha,11,2021
839,207826.832,0.1496101041001504,Solar fotovoltaica,7,Castilla - La Mancha,12,2021
840,12293.822,0.0093998854009384,Solar térmica,7,Castilla - La Mancha,1,2021
841,21885.85,0.018645905056258,Solar térmica,7,Castilla - La Mancha,2,2021
842,34415.726,0.0327986387412052,Solar térmica,7,Castilla - La Mancha,3,2021
843,38516.129,0.043081683866336,Solar térmica,7,Castilla - La Mancha,4,2021
844,86040.151,0.0684257363557203,Solar térmica,7,Castilla - La Mancha,5,2021
845,86656.674,0.0787497313127975,Solar térmica,7,Castilla - La Mancha,6,2021
846,120940.042,0.0973164042041447,Solar térmica,7,Castilla - La Mancha,7,2021
847,90600.421,0.0850782980202004,Solar térmica,7,Castilla - La Mancha,8,2021
848,60921.652,0.0670348526160881,Solar térmica,7,Castilla - La Mancha,9,2021
849,41716.972,0.0489294957021026,Solar térmica,7,Castilla - La Mancha,10,2021
850,21788.45,0.0187297453995914,Solar térmica,7,Castilla - La Mancha,11,2021
851,10534.448,0.0075835244503829,Solar térmica,7,Castilla - La Mancha,12,2021
852,42421.016,0.0324352092450482,Otras renovables,7,Castilla - La Mancha,1,2021
853,42108.756,0.0358750455848474,Otras renovables,7,Castilla - La Mancha,2,2021
854,47838.781,0.0455909863949589,Otras renovables,7,Castilla - La Mancha,3,2021
855,40034.14,0.0447796340940865,Otras renovables,7,Castilla - La Mancha,4,2021
856,48490.878,0.0385636705087302,Otras renovables,7,Castilla - La Mancha,5,2021
857,42484.133,0.0386076906068095,Otras renovables,7,Castilla - La Mancha,6,2021
858,49601.009,0.0399122719072432,Otras renovables,7,Castilla - La Mancha,7,2021
859,46938.27,0.0440773682896311,Otras renovables,7,Castilla - La Mancha,8,2021
860,47897.663,0.0527039677102003,Otras renovables,7,Castilla - La Mancha,9,2021
861,48665.902,0.0570798389381652,Otras renovables,7,Castilla - La Mancha,10,2021
862,46456.778,0.0399350859756127,Otras renovables,7,Castilla - La Mancha,11,2021
863,52600.684,0.0378661106135665,Otras renovables,7,Castilla - La Mancha,12,2021
864,498000.701,0.2695354577159807,Hidráulica,8,Castilla y León,1,2019
865,532852.413,0.4072416547087818,Hidráulica,8,Castilla y León,2,2019
866,525850.947,0.2899545373278027,Hidráulica,8,Castilla y León,3,2019
867,371615.305,0.2425872217114319,Hidráulica,8,Castilla y León,4,2019
868,295840.986,0.1897889178334841,Hidráulica,8,Castilla y León,5,2019
869,194490.28,0.1802045789434856,Hidráulica,8,Castilla y León,6,2019
870,349848.65,0.3003455633053471,Hidráulica,8,Castilla y León,7,2019
871,359216.117,0.3312956374714962,Hidráulica,8,Castilla y León,8,2019
872,399504.226,0.2719088885328088,Hidráulica,8,Castilla y León,9,2019
873,229935.938,0.1929941914537576,Hidráulica,8,Castilla y León,10,2019
874,410281.133,0.1763350636114241,Hidráulica,8,Castilla y León,11,2019
875,1326686.653,0.4893434602218769,Hidráulica,8,Castilla y León,12,2019
876,1277136.993,0.6912313642993572,Eólica,8,Castilla y León,1,2019
877,685497.884,0.5239035908795417,Eólica,8,Castilla y León,2,2019
878,1176169.894,0.648540806818516,Eólica,8,Castilla y León,3,2019
879,1071785.443,0.699652165532112,Eólica,8,Castilla y León,4,2019
880,1138472.047,0.7303564685381407,Eólica,8,Castilla y León,5,2019
881,763644.114,0.7075529225730001,Eólica,8,Castilla y León,6,2019
882,695703.645,0.5972625681165504,Eólica,8,Castilla y León,7,2019
883,614050.53,0.5663227571051888,Eólica,8,Castilla y León,8,2019
884,964221.211,0.6562641912648227,Eólica,8,Castilla y León,9,2019
885,877171.412,0.7362441421631575,Eólica,8,Castilla y León,10,2019
886,1863694.203,0.8009986553250732,Eólica,8,Castilla y León,11,2019
887,1329337.817,0.490321332247982,Eólica,8,Castilla y León,12,2019
888,46466.023,0.025149042465999,Solar fotovoltaica,8,Castilla y León,1,2019
889,65757.36,0.0502561974804852,Solar fotovoltaica,8,Castilla y León,2,2019
890,89369.758,0.049278539821642,Solar fotovoltaica,8,Castilla y León,3,2019
891,74027.051,0.0483242116025885,Solar fotovoltaica,8,Castilla y León,4,2019
892,102920.847,0.0660261326151596,Solar fotovoltaica,8,Castilla y León,5,2019
893,95087.708,0.0881033251782099,Solar fotovoltaica,8,Castilla y León,6,2019
894,95817.868,0.0822597758750173,Solar fotovoltaica,8,Castilla y León,7,2019
895,92227.992,0.0850594668678411,Solar fotovoltaica,8,Castilla y León,8,2019
896,79396.164,0.0540382837076887,Solar fotovoltaica,8,Castilla y León,9,2019
897,59072.731,0.0495820447011216,Solar fotovoltaica,8,Castilla y León,10,2019
898,30794.852,0.0132353446199642,Solar fotovoltaica,8,Castilla y León,11,2019
899,33319.141,0.0122896418017711,Solar fotovoltaica,8,Castilla y León,12,2019
900,26022.214,0.014084135518663,Otras renovables,8,Castilla y León,1,2019
901,24335.148,0.0185985569311911,Otras renovables,8,Castilla y León,2,2019
902,22172.837,0.0122261160320393,Otras renovables,8,Castilla y León,3,2019
903,14455.465,0.0094364011538675,Otras renovables,8,Castilla y León,4,2019
904,21555.692,0.0138284810132152,Otras renovables,8,Castilla y León,5,2019
905,26052.804,0.0241391733053042,Otras renovables,8,Castilla y León,6,2019
906,23450.273,0.020132092703085,Otras renovables,8,Castilla y León,7,2019
907,18781.99,0.0173221385554737,Otras renovables,8,Castilla y León,8,2019
908,26136.091,0.0177886364946796,Otras renovables,8,Castilla y León,9,2019
909,25233.693,0.0211796216819631,Otras renovables,8,Castilla y León,10,2019
910,21943.085,0.0094309364435383,Otras renovables,8,Castilla y León,11,2019
911,21812.787,0.00804556572837,Otras renovables,8,Castilla y León,12,2019
912,1150910.25,0.4647767381308631,Hidráulica,8,Castilla y León,1,2020
913,791605.827,0.4172246904364876,Hidráulica,8,Castilla y León,2,2020
914,549093.805,0.2707668302162797,Hidráulica,8,Castilla y León,3,2020
915,722562.473,0.4514352639598731,Hidráulica,8,Castilla y León,4,2020
916,573872.776,0.3741425681800353,Hidráulica,8,Castilla y León,5,2020
917,414579.573,0.3210661553769484,Hidráulica,8,Castilla y León,6,2020
918,401794.023,0.2744095327410564,Hidráulica,8,Castilla y León,7,2020
919,678064.64,0.428118073555623,Hidráulica,8,Castilla y León,8,2020
920,498813.313,0.3283068085459986,Hidráulica,8,Castilla y León,9,2020
921,600696.52,0.2836265347767215,Hidráulica,8,Castilla y León,10,2020
922,860679.118,0.4441913055116135,Hidráulica,8,Castilla y León,11,2020
923,793402.037,0.2942235785311741,Hidráulica,8,Castilla y León,12,2020
924,1264624.624,0.5106984734063228,Eólica,8,Castilla y León,1,2020
925,999361.437,0.5267246045505529,Eólica,8,Castilla y León,2,2020
926,1362043.934,0.6716453823850582,Eólica,8,Castilla y León,3,2020
927,778150.173,0.4861647841883921,Eólica,8,Castilla y León,4,2020
928,799915.256,0.521513409805365,Eólica,8,Castilla y León,5,2020
929,705226.295,0.5461540074633143,Eólica,8,Castilla y León,6,2020
930,862085.46,0.5887705011019008,Eólica,8,Castilla y León,7,2020
931,748195.029,0.4723971662338467,Eólica,8,Castilla y León,8,2020
932,865353.853,0.5695548902509209,Eólica,8,Castilla y León,9,2020
933,1384592.364,0.6537529704344368,Eólica,8,Castilla y León,10,2020
934,1000035.773,0.5161124352585786,Eólica,8,Castilla y León,11,2020
935,1806458.153,0.6699032236571826,Eólica,8,Castilla y León,12,2020
936,38982.897,0.0157426208607938,Solar fotovoltaica,8,Castilla y León,1,2020
937,76383.199,0.0402586179514361,Solar fotovoltaica,8,Castilla y León,2,2020
938,89462.673,0.0441154574506364,Solar fotovoltaica,8,Castilla y León,3,2020
939,84007.859,0.0524855793367071,Solar fotovoltaica,8,Castilla y León,4,2020
940,122611.728,0.0799380432761841,Solar fotovoltaica,8,Castilla y León,5,2020
941,125719.417,0.0973618878043983,Solar fotovoltaica,8,Castilla y León,6,2020
942,149627.031,0.1021893838927055,Solar fotovoltaica,8,Castilla y León,7,2020
943,133562.835,0.0843292220913149,Solar fotovoltaica,8,Castilla y León,8,2020
944,114774.156,0.0755415620992469,Solar fotovoltaica,8,Castilla y León,9,2020
945,86940.005,0.0410498338688908,Solar fotovoltaica,8,Castilla y León,10,2020
946,52719.204,0.0272080634472801,Solar fotovoltaica,8,Castilla y León,11,2020
947,42567.867,0.0157857801910068,Solar fotovoltaica,8,Castilla y León,12,2020
948,21746.972,0.0087821676020204,Otras renovables,8,Castilla y León,1,2020
949,29962.532,0.0157920870615235,Otras renovables,8,Castilla y León,2,2020
950,27320.824,0.0134723299480256,Otras renovables,8,Castilla y León,3,2020
951,15868.839,0.0099143725150278,Otras renovables,8,Castilla y León,4,2020
952,37434.732,0.0244059787384152,Otras renovables,8,Castilla y León,5,2020
953,45733.747,0.0354179493553389,Otras renovables,8,Castilla y León,6,2020
954,50706.551,0.0346305822643373,Otras renovables,8,Castilla y León,7,2020
955,24003.739,0.0151555381192152,Otras renovables,8,Castilla y León,8,2020
956,40409.785,0.0265967391038337,Otras renovables,8,Castilla y León,9,2020
957,45684.798,0.0215706609199508,Otras renovables,8,Castilla y León,10,2020
958,24197.523,0.0124881957825277,Otras renovables,8,Castilla y León,11,2020
959,54167.644,0.0200874176206364,Otras renovables,8,Castilla y León,12,2020
960,1156726.799,0.4080999685617893,Hidráulica,8,Castilla y León,1,2021
961,1448328.696,0.4668487046355222,Hidráulica,8,Castilla y León,2,2021
962,1206854.01,0.4578788422091416,Hidráulica,8,Castilla y León,3,2021
963,688403.318,0.4126563925347176,Hidráulica,8,Castilla y León,4,2021
964,290441.517,0.1796394660684765,Hidráulica,8,Castilla y León,5,2021
965,437704.852,0.30704791687288,Hidráulica,8,Castilla y León,6,2021
966,621623.371,0.3659361409128856,Hidráulica,8,Castilla y León,7,2021
967,890971.875,0.4636017970934266,Hidráulica,8,Castilla y León,8,2021
968,670404.721,0.4207617930376199,Hidráulica,8,Castilla y León,9,2021
969,436414.186,0.271740379909345,Hidráulica,8,Castilla y León,10,2021
970,418506.807,0.2247970285450944,Hidráulica,8,Castilla y León,11,2021
971,499906.223,0.2367874386618515,Hidráulica,8,Castilla y León,12,2021
972,1572457.728,0.5547722676748864,Eólica,8,Castilla y León,1,2021
973,1543768.847,0.4976125160463048,Eólica,8,Castilla y León,2,2021
974,1236567.347,0.4691520436328417,Eólica,8,Castilla y León,3,2021
975,803095.193,0.4814072746891566,Eólica,8,Castilla y León,4,2021
976,1117194.048,0.6909898569273757,Eólica,8,Castilla y León,5,2021
977,781909.447,0.5485058385520835,Eólica,8,Castilla y León,6,2021
978,861972.109,0.5074242087046646,Eólica,8,Castilla y León,7,2021
979,800036.86,0.41628533564764,Eólica,8,Castilla y León,8,2021
980,741561.983,0.4654217666459617,Eólica,8,Castilla y León,9,2021
981,983641.903,0.61248060441365,Eólica,8,Castilla y León,10,2021
982,1301057.976,0.6988511586376535,Eólica,8,Castilla y León,11,2021
983,1513642.083,0.7169573319841623,Eólica,8,Castilla y León,12,2021
984,56869.972,0.0200640581729185,Solar fotovoltaica,8,Castilla y León,1,2021
985,66556.204,0.0214534709618551,Solar fotovoltaica,8,Castilla y León,2,2021
986,135179.263,0.0512868366183951,Solar fotovoltaica,8,Castilla y León,3,2021
987,126849.586,0.0760386988042995,Solar fotovoltaica,8,Castilla y León,4,2021
988,167113.864,0.1033607233968551,Solar fotovoltaica,8,Castilla y León,5,2021
989,167295.625,0.1173571024481047,Solar fotovoltaica,8,Castilla y León,6,2021
990,194047.762,0.1142316915543738,Solar fotovoltaica,8,Castilla y León,7,2021
991,177050.785,0.0921253121517465,Solar fotovoltaica,8,Castilla y León,8,2021
992,122419.615,0.0768334337406539,Solar fotovoltaica,8,Castilla y León,9,2021
993,125618.954,0.0782186816534294,Solar fotovoltaica,8,Castilla y León,10,2021
994,87594.565,0.0470506037162261,Solar fotovoltaica,8,Castilla y León,11,2021
995,59680.733,0.0282685976976362,Solar fotovoltaica,8,Castilla y León,12,2021
996,48365.712,0.0170637055904058,Otras renovables,8,Castilla y León,1,2021
997,43697.575,0.0140853083563177,Otras renovables,8,Castilla y León,2,2021
998,57149.056,0.0216822775396217,Otras renovables,8,Castilla y León,3,2021
999,49875.952,0.0298976339718262,Otras renovables,8,Castilla y León,4,2021
1000,42052.955,0.0260099536072925,Otras renovables,8,Castilla y León,5,2021
1001,38616.282,0.0270891421269319,Otras renovables,8,Castilla y León,6,2021
1002,21077.659,0.0124079588280759,Otras renovables,8,Castilla y León,7,2021
1003,53787.808,0.0279875551071869,Otras renovables,8,Castilla y León,8,2021
1004,58925.46,0.0369830065757644,Otras renovables,8,Castilla y León,9,2021
1005,60321.777,0.0375603340235754,Otras renovables,8,Castilla y León,10,2021
1006,54550.345,0.029301209101026,Otras renovables,8,Castilla y León,11,2021
1007,37973.421,0.01798663165635,Otras renovables,8,Castilla y León,12,2021
1008,254632.493,0.3382578107643832,Hidráulica,9,Cataluña,1,2019
1009,280915.127,0.516400448674331,Hidráulica,9,Cataluña,2,2019
1010,264679.209,0.4542854274447874,Hidráulica,9,Cataluña,3,2019
1011,270286.976,0.4435587920712124,Hidráulica,9,Cataluña,4,2019
1012,438949.715,0.5547087229270825,Hidráulica,9,Cataluña,5,2019
1013,392444.259,0.548484695224018,Hidráulica,9,Cataluña,6,2019
1014,276233.133,0.5127857613036476,Hidráulica,9,Cataluña,7,2019
1015,240480.068,0.5214718567618871,Hidráulica,9,Cataluña,8,2019
1016,205774.283,0.5045932651705295,Hidráulica,9,Cataluña,9,2019
1017,213406.628,0.4625149210476277,Hidráulica,9,Cataluña,10,2019
1018,225881.229,0.3520949458916032,Hidráulica,9,Cataluña,11,2019
1019,412861.014,0.5467158882346685,Hidráulica,9,Cataluña,12,2019
1020,445534.857,0.5918555152662414,Eólica,9,Cataluña,1,2019
1021,207713.901,0.3818361539223752,Eólica,9,Cataluña,2,2019
1022,250175.771,0.4293922726097623,Eólica,9,Cataluña,3,2019
1023,279090.639,0.4580061849270266,Eólica,9,Cataluña,4,2019
1024,279622.0,0.3533633972682193,Eólica,9,Cataluña,5,2019
1025,247086.79,0.3453313931827219,Eólica,9,Cataluña,6,2019
1026,187509.829,0.3480841323103763,Eólica,9,Cataluña,7,2019
1027,149956.649,0.3251752747667245,Eólica,9,Cataluña,8,2019
1028,138090.687,0.338621666551848,Eólica,9,Cataluña,9,2019
1029,195757.836,0.4242647986640531,Eólica,9,Cataluña,10,2019
1030,369782.23,0.576402274947452,Eólica,9,Cataluña,11,2019
1031,302556.81,0.4006496363461381,Eólica,9,Cataluña,12,2019
1032,21726.082,0.0288612692246133,Solar fotovoltaica,9,Cataluña,1,2019
1033,31230.84,0.0574110050986191,Solar fotovoltaica,9,Cataluña,2,2019
1034,40875.503,0.070157174122338,Solar fotovoltaica,9,Cataluña,3,2019
1035,35191.025,0.0577507979546444,Solar fotovoltaica,9,Cataluña,4,2019
1036,45676.235,0.0577218873122341,Solar fotovoltaica,9,Cataluña,5,2019
1037,46375.775,0.0648153265930503,Solar fotovoltaica,9,Cataluña,6,2019
1038,45638.895,0.0847218263191919,Solar fotovoltaica,9,Cataluña,7,2019
1039,43242.737,0.0937702261247529,Solar fotovoltaica,9,Cataluña,8,2019
1040,36455.069,0.0893939807761446,Solar fotovoltaica,9,Cataluña,9,2019
1041,28034.752,0.0607595519848138,Solar fotovoltaica,9,Cataluña,10,2019
1042,21830.874,0.0340291242164102,Solar fotovoltaica,9,Cataluña,11,2019
1043,14581.572,0.0193091060127023,Solar fotovoltaica,9,Cataluña,12,2019
1044,5874.725,0.0078040771385087,Solar térmica,9,Cataluña,1,2019
1045,1035.487,0.0019035142646356,Solar térmica,9,Cataluña,2,2019
1046,1918.208,0.0032923399782716,Solar térmica,9,Cataluña,3,2019
1047,1477.3,0.0024243469412555,Solar térmica,9,Cataluña,4,2019
1048,843.782,0.0010663026302428,Solar térmica,9,Cataluña,5,2019
1049,4624.362,0.0064630625216396,Solar térmica,9,Cataluña,6,2019
1050,5060.603,0.0093942574296853,Solar térmica,9,Cataluña,7,2019
1051,4279.313,0.0092795270490994,Solar térmica,9,Cataluña,8,2019
1052,3149.447,0.0077229754954924,Solar térmica,9,Cataluña,9,2019
1053,355.775,0.0007710690505625,Solar térmica,9,Cataluña,10,2019
1054,190.153,0.0002964031608227,Solar térmica,9,Cataluña,11,2019
1055,47.08,6.234394419737629e-05,Solar térmica,9,Cataluña,12,2019
1056,13917.103,0.0184876986338205,Otras renovables,9,Cataluña,1,2019
1057,12452.348,0.0228908929288414,Otras renovables,9,Cataluña,2,2019
1058,13688.895,0.0234951039026333,Otras renovables,9,Cataluña,3,2019
1059,12866.424,0.0211146521825604,Otras renovables,9,Cataluña,4,2019
1060,13862.238,0.0175179617963558,Otras renovables,9,Cataluña,5,2019
1061,12126.052,0.0169475123739562,Otras renovables,9,Cataluña,6,2019
1062,12711.861,0.0235976808780254,Otras renovables,9,Cataluña,7,2019
1063,10855.451,0.0235396315213853,Otras renovables,9,Cataluña,8,2019
1064,12213.085,0.0299485453094992,Otras renovables,9,Cataluña,9,2019
1065,12831.909,0.0278105203837687,Otras renovables,9,Cataluña,10,2019
1066,14060.319,0.0219166828489483,Otras renovables,9,Cataluña,11,2019
1067,13826.638,0.0183094126573772,Otras renovables,9,Cataluña,12,2019
1068,11091.128,0.0147336289724326,Residuos renovables,9,Cataluña,1,2019
1069,10639.2895,0.0195579851111973,Residuos renovables,9,Cataluña,2,2019
1070,11289.9715,0.0193776819422071,Residuos renovables,9,Cataluña,3,2019
1071,10447.6145,0.0171452259233004,Residuos renovables,9,Cataluña,4,2019
1072,12361.7185,0.0156217280658653,Residuos renovables,9,Cataluña,5,2019
1073,12849.0695,0.0179580101046139,Residuos renovables,9,Cataluña,6,2019
1074,11536.793,0.0214163417590734,Residuos renovables,9,Cataluña,7,2019
1075,12342.151,0.0267634837761505,Residuos renovables,9,Cataluña,8,2019
1076,12119.707,0.0297195666964861,Residuos renovables,9,Cataluña,9,2019
1077,11017.9505,0.023879138869174,Residuos renovables,9,Cataluña,10,2019
1078,9790.189,0.0152605689347633,Residuos renovables,9,Cataluña,11,2019
1079,11292.4535,0.0149536128049164,Residuos renovables,9,Cataluña,12,2019
1080,434119.206,0.663721458717251,Hidráulica,9,Cataluña,1,2020
1081,406285.139,0.5839595175371912,Hidráulica,9,Cataluña,2,2020
1082,500662.199,0.5985804178848776,Hidráulica,9,Cataluña,3,2020
1083,613669.748,0.7394649438919824,Hidráulica,9,Cataluña,4,2020
1084,685757.911,0.7300615866887863,Hidráulica,9,Cataluña,5,2020
1085,599007.761,0.7126011544605362,Hidráulica,9,Cataluña,6,2020
1086,387663.473,0.6123043502283294,Hidráulica,9,Cataluña,7,2020
1087,258781.222,0.5105267170490645,Hidráulica,9,Cataluña,8,2020
1088,269449.295,0.5270638116799456,Hidráulica,9,Cataluña,9,2020
1089,328697.622,0.4695141241644054,Hidráulica,9,Cataluña,10,2020
1090,328941.025,0.640669029257656,Hidráulica,9,Cataluña,11,2020
1091,322965.905,0.4376575072311753,Hidráulica,9,Cataluña,12,2020
1092,178517.73,0.2729343611728902,Eólica,9,Cataluña,1,2020
1093,235595.27,0.3386244954513197,Eólica,9,Cataluña,2,2020
1094,286130.731,0.3420914398446237,Eólica,9,Cataluña,3,2020
1095,161111.147,0.1941370674780727,Eólica,9,Cataluña,4,2020
1096,186869.432,0.1989422095482793,Eólica,9,Cataluña,5,2020
1097,176770.227,0.2102922132831114,Eólica,9,Cataluña,6,2020
1098,172086.175,0.27180562757496,Eólica,9,Cataluña,7,2020
